bridge_id,bauwerksart_text,baustoffklasse,laenge,breite,baujahr,traffic_dtv_latest,traffic_dtv_mean,zustandsnote,zustandsnotenklasse,gis_ort,gis_kreis,gis_bundesland,geom_x,geom_y
6819560._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.35,11.5,1995,,,2.0,2.0  -  2.4,Rohrbach am Gießhübel                             ,Heilbronn                                                                       ,BW,989750.0887999982,6298322.666100003
6819561._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,10.9,11.5,1995,,,2.2,2.0  -  2.4,Eppingen                                          ,Heilbronn                                                                       ,BW,989718.4450000004,6298040.233199999
6819562._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.15,16.1,1996,,,2.1,2.0  -  2.4,Eppingen                                          ,Heilbronn                                                                       ,BW,994372.8915,6298683.1630000025
6819563._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.15,15.0,1996,,,2.2,2.0  -  2.4,Eppingen                                          ,Heilbronn                                                                       ,BW,995481.6614000016,6298489.689599998
6819564._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.41,25.0,1996,,,2.2,2.0  -  2.4,Eppingen                                          ,Heilbronn                                                                       ,BW,990332.6526999996,6299864.918899998
6820506._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,12.92,11.5,1983,10167.0,10434.90909090909,2.5,2.5  -  2.9,SCHWAIGERN                                        ,Heilbronn                                                                       ,BW,1008278.0073000006,6299890.305399999
6820507._0,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,4.6,13.95,1939,10167.0,10434.90909090909,2.4,2.0  -  2.4,Schluchtern                                       ,Heilbronn                                                                       ,BW,1011816.2974999994,6299488.8522000015
6820508._0,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,5.8,13.2,1940,10167.0,10434.90909090909,2.8,2.5  -  2.9,Schluchtern                                       ,Heilbronn                                                                       ,BW,1013669.3024999984,6300562.669699997
6820510._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,14.64,14.5,1984,10167.0,10434.90909090909,2.3,2.0  -  2.4,Schluchtern                                       ,Heilbronn                                                                       ,BW,1014856.6202000008,6300326.683300003
6820512._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,5.8,9.9,1938,,,2.4,2.0  -  2.4,LEINGARTEN - GROSSGARTACH                         ,Heilbronn                                                                       ,BW,1018530.6488000004,6298816.958700001
6820552._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,13.1,12.0,1974,10167.0,10434.90909090909,2.3,2.0  -  2.4,Leingarten-Grossgartach                           ,Heilbronn                                                                       ,BW,1015423.2917000018,6300142.843999997
6820553._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,21.8,12.0,1974,10167.0,10434.90909090909,2.7,2.5  -  2.9,Grossgartach                                      ,Heilbronn                                                                       ,BW,1016209.1063,6299944.821800001
6820557._0,Plattenbrücke                                                                   ,Spannbeton,23.0,10.0,1983,10167.0,10434.90909090909,2.3,2.0  -  2.4,LEINGARTEN - SCHLUCHTERN                          ,Heilbronn                                                                       ,BW,1013256.5797000006,6300475.972999997
6820560._0,Plattenbrücke                                                                   ,Spannbeton,23.26,13.4,1989,10167.0,10434.90909090909,2.9,2.5  -  2.9,SCHWAIGERN                                        ,Heilbronn                                                                       ,BW,1006511.7787999996,6299680.208700001
6820582._1,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.8,19.34,2018,101187.0,64755.57777777778,2.2,2.0  -  2.4,Heilbronn (Biberach)                              ,Heilbronn / Stadt                                                               ,BW,1017480.5599999988,6306666.504799999
6820582._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.8,18.97,2020,101187.0,64755.57777777778,1.2,1.0  -  1.4,Heilbronn (Biberach)                              ,Heilbronn / Stadt                                                               ,BW,1017480.5599999988,6306666.504799999
6820583._1,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.7,21.03,2018,101187.0,64755.57777777778,1.9,1.5  -  1.9,Heilbronn (Biberach)                              ,Heilbronn / Stadt                                                               ,BW,1019125.6204999984,6306845.608400002
6820583._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.7,19.58,2020,101187.0,64755.57777777778,1.8,1.5  -  1.9,Heilbronn (Biberach)                              ,Heilbronn / Stadt                                                               ,BW,1019125.6204999984,6306845.608400002
6820592._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,70.23,12.3,2020,101187.0,64755.57777777778,1.2,1.0  -  1.4,Heilbronn - Biberach                              ,Heilbronn / Stadt                                                               ,BW,1016743.3244999982,6306512.336599998
6821501._1,Hohlkastenbrücke                                                                ,Spannbeton,175.0,15.0,1967,101187.0,64755.57777777778,3.2,3.0  -  3.4,Heilbronn-Biberach                                ,Heilbronn / Stadt                                                               ,BW,1020751.2100999987,6307018.308899999
6821501._2,Hohlkastenbrücke                                                                ,Spannbeton,175.0,15.0,1967,101187.0,64755.57777777778,3.0,3.0  -  3.4,Heilbronn-Biberach                                ,Heilbronn / Stadt                                                               ,BW,1020751.2100999987,6307018.308899999
7138756._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.8,13.25,1982,,,2.7,2.5  -  2.9,Schneidhart                                       ,Landkreis Kelheim                                                               ,BY,1339762.4072000012,6252923.213600002
6821513._1,"Rohr als Brücke, ohne Ummantelung                                               ",Beton/Stahlbeton,5.43,44.1,1940,101187.0,64755.57777777778,1.8,1.5  -  1.9,Erlenbach                                         ,Heilbronn                                                                       ,BW,1031379.8172000012,6303097.727399997
6821513._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.25,8.27,2018,101187.0,64755.57777777778,1.2,1.0  -  1.4,Erlenbach                                         ,Heilbronn                                                                       ,BW,1031379.8172000012,6303097.727399997
6821513._3,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.25,6.88,2018,101187.0,64755.57777777778,1.9,1.5  -  1.9,Erlenbach                                         ,Heilbronn                                                                       ,BW,1031379.8172000012,6303097.727399997
6821514._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.92,29.9,1964,101187.0,64755.57777777778,1.0,1.0  -  1.4,Erlenbach                                         ,Heilbronn                                                                       ,BW,1033016.8273000008,6302404.2333
6821514._2,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.92,5.13,2009,101187.0,64755.57777777778,2.1,2.0  -  2.4,Erlenbach                                         ,Heilbronn                                                                       ,BW,1033016.8273000008,6302404.2333
6821514._3,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.92,8.01,2009,101187.0,64755.57777777778,2.2,2.0  -  2.4,Erlenbach                                         ,Heilbronn                                                                       ,BW,1033016.8273000008,6302404.2333
6821515._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,13.93,15.0,1967,101187.0,64755.57777777778,2.2,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1034360.7798000016,6301840.235200003
6821516._1,Plattenbrücke                                                                   ,Spannbeton,16.63,15.75,1965,101187.0,64755.57777777778,1.6,1.5  -  1.9,Weinsberg                                         ,Heilbronn                                                                       ,BW,1034380.6999999993,6301772.019500002
6821516._2,Plattenbrücke                                                                   ,Spannbeton,16.63,15.75,1965,101187.0,64755.57777777778,2.0,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1034119.5348000004,6301875.616400003
6821517._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,31.34,17.2,1968,101187.0,64755.57777777778,2.2,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1034542.9472999984,6301766.031300001
6821518._0,Hohlkastenbrücke                                                                ,Spannbeton,250.28,13.5,1969,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1034411.2448999994,6301699.935099997
6821519._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,69.64,11.25,1968,101187.0,64755.57777777778,3.0,3.0  -  3.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035255.8632999994,6301547.334100001
6821519._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,69.62,15.0,1968,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035226.7259999998,6301587.2601
6824536._0,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,4.5,10.7,1949,,,2.8,2.5  -  2.9,Untermünkheim                                     ,Schwäbisch Hall                                                                 ,BW,1082336.0562000014,6302447.418700002
6821519._3,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,69.59,14.75,1968,101187.0,64755.57777777778,2.3,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035226.7259999998,6301587.2601
6821519._4,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,69.56,11.25,1968,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035200.0187,6301626.410899997
6821520._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,62.0,7.0,1967,101187.0,64755.57777777778,2.3,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035872.7340999992,6301479.022399999
6821521._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.1,30.0,1968,101187.0,64755.57777777778,2.3,2.0  -  2.4,Grantschen                                        ,Heilbronn                                                                       ,BW,1037747.6440000013,6302078.353399999
6821522._0,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,9.0,41.3,1969,101187.0,64755.57777777778,1.9,1.5  -  1.9,Grantschen                                        ,Heilbronn                                                                       ,BW,1038159.8649000004,6302349.152500004
6821524._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.8,50.2,1968,101187.0,64755.57777777778,2.0,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035608.7608000004,6302904.940399997
6824547._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,3.65,10.0,1936,,,2.0,2.0  -  2.4,Gelbingen                                         ,Schwäbisch Hall                                                                 ,BW,1084548.4875999987,6296455.070799999
6821525._0,Hohlkastenbrücke                                                                ,Spannbeton,225.0,16.5,1969,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035198.3434000016,6301056.0735
6821526._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,51.5,11.06,1968,101187.0,64755.57777777778,2.7,2.5  -  2.9,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035267.0659000016,6301097.9054000005
6821527._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.5,39.03,1965,101187.0,64755.57777777778,2.1,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035196.2232000008,6301050.723099999
6821528._1,Plattenbrücke                                                                   ,Spannbeton,50.67,26.25,1966,101187.0,64755.57777777778,2.9,2.5  -  2.9,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035650.4290000014,6300100.464100003
6821528._2,Plattenbrücke                                                                   ,Spannbeton,49.8,24.8,1966,101187.0,64755.57777777778,3.0,3.0  -  3.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035602.4332000016,6300086.878600001
6821529._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,16.57,26.25,1965,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035735.2232000008,6299856.713100001
6824616._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,83.74,2.25,1973,,,3.2,3.0  -  3.4,Schwäbisch Hall                                   ,Schwäbisch Hall                                                                 ,BW,1081543.7756999992,6292454.3072
6821529._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,16.57,23.25,1965,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035691.5218000002,6299843.111299999
6821530._1,Plattenbrücke                                                                   ,Spannbeton,18.17,19.25,1964,101187.0,64755.57777777778,2.3,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035870.3233999982,6298150.197899997
6821530._2,Plattenbrücke                                                                   ,Spannbeton,18.17,22.1,1964,101187.0,64755.57777777778,2.3,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035870.3233999982,6298150.197899997
6821531._0,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,7.3,54.0,1964,101187.0,64755.57777777778,2.0,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035374.8178999984,6296769.445900001
6821532._0,"Rohr als Brücke, ohne Ummantelung                                               ",Beton/Stahlbeton,2.45,53.0,1964,101187.0,64755.57777777778,2.0,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035369.9576000012,6295156.679300003
6821533._0,Bogenbrücke mit aufgeständerter Fahrbahn                                        ,Beton/Stahlbeton,89.0,6.5,1965,101187.0,64755.57777777778,2.4,2.0  -  2.4,Obergruppenbach                                   ,Heilbronn                                                                       ,BW,1035552.245000001,6294576.096600004
6824622._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.5,38.0,1974,,,2.7,2.5  -  2.9,Untermünkheim                                     ,Schwäbisch Hall                                                                 ,BW,1083283.8671999983,6301194.9375
6821534._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.0,37.5,1952,101187.0,64755.57777777778,2.4,2.0  -  2.4,Obergruppenbach                                   ,Heilbronn                                                                       ,BW,1035325.175999999,6292548.586199999
6821535._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,55.5,14.56,1968,101187.0,64755.57777777778,2.5,2.5  -  2.9,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035266.7857000008,6301099.437600002
6821540._1,Plattenbrücke                                                                   ,Spannbeton,21.4,16.36,1964,101187.0,64755.57777777778,2.4,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1026981.8390999996,6304606.067699999
6821540._2,Plattenbrücke                                                                   ,Spannbeton,21.4,14.73,1964,101187.0,64755.57777777778,2.5,2.5  -  2.9,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027002.8509000018,6304593.751199998
6821541._0,Plattenbrücke                                                                   ,Spannbeton,21.21,15.0,1965,101187.0,64755.57777777778,2.3,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1028142.1273000016,6306328.935500003
6821542.A_,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,283.5,11.7,1964,101187.0,64755.57777777778,3.0,3.0  -  3.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1028232.4321999996,6306966.763999999
6821543._0,Plattenbrücke                                                                   ,Spannbeton,31.4,11.5,1964,101187.0,64755.57777777778,2.7,2.5  -  2.9,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027746.501699999,6307742.038900003
6821544._0,Plattenbrücke                                                                   ,Spannbeton,57.0,11.08,1964,101187.0,64755.57777777778,3.0,3.0  -  3.4,NECKARSULM                                        ,Heilbronn                                                                       ,BW,1027675.3687999994,6308104.648800001
6821546._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.8,42.98,1965,101187.0,64755.57777777778,2.2,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027721.8999999984,6308378.033299997
6821563.A_,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahlverbund,14.85,10.0,1939,101187.0,64755.57777777778,3.0,3.0  -  3.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035330.5271000004,6300038.976300001
6821563.B_,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.45,10.0,1967,101187.0,64755.57777777778,2.3,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035339.5980999992,6300016.742299996
6821564._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.5,19.3,1965,101187.0,64755.57777777778,2.4,2.0  -  2.4,WEINSBERG / ELLHOFEN                              ,Heilbronn                                                                       ,BW,1036055.5989000016,6299882.9723000005
6821565._0,Brücke als offener Rahmen                                                       ,Spannbeton,42.3,7.0,1965,101187.0,64755.57777777778,2.9,2.5  -  2.9,ELLHOFEN / WEINSBERG                              ,Heilbronn                                                                       ,BW,1036738.2652000004,6300080.7148
6821566._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.46,11.0,1948,101187.0,64755.57777777778,2.2,2.0  -  2.4,ELLHOFEN                                          ,Heilbronn                                                                       ,BW,1037762.1658999994,6300171.322999999
6821567._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.0,11.5,1965,101187.0,64755.57777777778,3.0,3.0  -  3.4,ELLHOFEN                                          ,Heilbronn                                                                       ,BW,1036480.9800999984,6298688.008699998
6821568._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.0,11.5,1965,101187.0,64755.57777777778,2.5,2.5  -  2.9,ELLHOFEN                                          ,Heilbronn                                                                       ,BW,1036308.9523000008,6299498.4661
6821693._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,20.0,15.48,1989,101187.0,64755.57777777778,2.2,2.0  -  2.4,ERLENBACH / WEINSBERG                             ,Heilbronn                                                                       ,BW,1031468.0172000006,6302079.070299998
6821693._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,20.0,11.73,1989,101187.0,64755.57777777778,2.3,2.0  -  2.4,ERLENBACH / WEINSBERG                             ,Heilbronn                                                                       ,BW,1031468.0172000006,6302079.070299998
6821694._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,65.7,13.1,1989,101187.0,64755.57777777778,2.4,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1034429.935899999,6301634.7874
6821695._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.73,32.5,1988,101187.0,64755.57777777778,2.1,2.0  -  2.4,Weinsberg                                         ,Heilbronn                                                                       ,BW,1035116.3742000014,6301018.121200003
6824623._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.6,58.0,1979,,,1.7,1.5  -  1.9,Westernach                                        ,Hohenlohekreis                                                                  ,BW,1079800.1286999993,6308414.994599998
6821739._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,4.5,9.5,1996,101187.0,64755.57777777778,2.2,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1026925.7492000014,6304699.670000002
6821745._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,13.6,36.55,1998,101187.0,64755.57777777778,2.3,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027230.0705999992,6305241.0066
6821783._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,822.02,21.2,2018,101187.0,64755.57777777778,2.4,2.0  -  2.4,Obereisesheim                                     ,Heilbronn                                                                       ,BW,1025244.6327,6306303.788400002
6821783._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,822.02,21.2,2021,101187.0,64755.57777777778,1.7,1.5  -  1.9,Obereisesheim                                     ,Heilbronn                                                                       ,BW,1025244.6327,6306303.788400002
6821784._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahl/Leichtmetall,510.7,21.1,2018,101187.0,64755.57777777778,2.0,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,,1025949.1088999994,6306154.727399997
6821784._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahl/Leichtmetall,510.7,21.1,2021,,,2.4,2.0  -  2.4,Neckarsulm                                        ,Heilbronn                                                                       ,,,
6821797._1,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.6,18.3,2022,101187.0,64755.57777777778,1.0,1.0  -  1.4,Heilbronn                                         ,Heilbronn / Stadt                                                               ,BW,1022171.4750000016,6306992.0163
6821797._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.6,18.28,2021,101187.0,64755.57777777778,1.0,1.0  -  1.4,Heilbronn                                         ,Heilbronn / Stadt                                                               ,BW,1022171.4750000016,6306992.0163
6821798._1,Brücke mit Balken- / Plattenmischsystem                                         ,Spannbeton,35.6,18.64,2021,101187.0,64755.57777777778,1.9,1.5  -  1.9,Obereisesheim                                     ,Heilbronn                                                                       ,BW,1024076.3467000016,6306506.8869
6821798._2,Brücke mit Balken- / Plattenmischsystem                                         ,Beton/Stahlbeton,35.8,18.55,2021,101187.0,64755.57777777778,1.8,1.5  -  1.9,Obereisesheim                                     ,Heilbronn                                                                       ,BW,1024076.3467000016,6306506.8869
6821799._1,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,24.27,23.83,2022,101187.0,64755.57777777778,1.1,1.0  -  1.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1026861.2818999998,6305834.948600002
6821799._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,24.27,23.47,2021,101187.0,64755.57777777778,1.0,1.0  -  1.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1026861.2818999998,6305834.948600002
6821800._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,39.4,30.36,2020,101187.0,64755.57777777778,1.2,1.0  -  1.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027431.125,6305559.023500003
6821801._1,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.8,18.98,2021,101187.0,64755.57777777778,1.2,1.0  -  1.4,Heilbronn (Binswangen)                            ,Heilbronn                                                                       ,BW,1029234.0432000012,6304293.467200004
6821801._2,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.8,18.58,2018,101187.0,64755.57777777778,1.3,1.0  -  1.4,Heilbronn (Binswangen)                            ,Heilbronn                                                                       ,BW,1029234.0432000012,6304293.467200004
6821802._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,75.0,13.3,2019,101187.0,64755.57777777778,1.3,1.0  -  1.4,Binswangen                                        ,Heilbronn                                                                       ,BW,1029887.2058000006,6303810.3895
6821803._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,20.0,18.13,3019,101187.0,64755.57777777778,1.2,1.0  -  1.4,Heilbronn-Erlenbach                               ,Heilbronn                                                                       ,BW,1031362.564199999,6303103.913699999
6821803._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,20.0,18.13,2018,101187.0,64755.57777777778,1.3,1.0  -  1.4,Heilbronn-Erlenbach                               ,Heilbronn                                                                       ,BW,1031362.564199999,6303103.913699999
6821813._1,Brücke als offener Rahmen                                                       ,Spannbeton,22.89,29.55,2021,101187.0,64755.57777777778,1.3,1.0  -  1.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027759.447900001,6305374.960500002
6821813._2,Brücke als offener Rahmen                                                       ,Spannbeton,22.89,33.36,2020,101187.0,64755.57777777778,1.3,1.0  -  1.4,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1027759.447900001,6305374.960500002
6824624._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,10.77,29.5,1979,,,2.0,2.0  -  2.4,Westernach                                        ,Hohenlohekreis                                                                  ,BW,1080060.5174999982,6308296.879000001
6821819._0,Brücke mit Balken- / Plattenmischsystem                                         ,Beton/Stahlbeton,23.1,17.1,2020,101187.0,64755.57777777778,1.7,1.5  -  1.9,Neckarsulm                                        ,Heilbronn                                                                       ,BW,1024230.9901,6306693.3895
6821820._0,Brücke mit Balken- / Plattenmischsystem                                         ,Beton/Stahlbeton,21.2,17.1,2020,101187.0,64755.57777777778,1.3,1.0  -  1.4,Heilbronn                                         ,Heilbronn                                                                       ,BW,1024106.0408999994,6306343.646200001
6822502._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.6,33.24,1973,36279.0,36163.47368421053,2.3,2.0  -  2.4,Eberstadt- Hölzern                                ,Heilbronn                                                                       ,BW,1040064.4602999984,6306219.632799998
6822503._1,Hohlkastenbrücke                                                                ,Spannbeton,313.0,15.0,1973,36279.0,36163.47368421053,2.5,2.5  -  2.9,Eberstadt- Hölzern                                ,Heilbronn                                                                       ,BW,1039631.3040000014,6305346.860299997
6822503._2,Hohlkastenbrücke                                                                ,Spannbeton,313.0,15.0,1973,36279.0,36163.47368421053,3.5,3.5  -  4.0,Eberstadt- Hölzern                                ,Heilbronn                                                                       ,BW,1039631.3040000014,6305346.860299997
6822504._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.0,30.0,1973,101187.0,64755.57777777778,2.1,2.0  -  2.4,Eberstadt                                         ,Heilbronn                                                                       ,BW,1039046.7397999988,6304450.3191
6824627._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,54.06,11.5,1978,,,2.3,2.0  -  2.4,Untermünkheim                                     ,Schwäbisch Hall                                                                 ,BW,1084172.9101000018,6306206.749799997
6822505._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,57.0,9.0,1969,101187.0,64755.57777777778,2.9,2.5  -  2.9,Wimmental                                         ,Heilbronn                                                                       ,BW,1039527.322900001,6302342.373099998
6822506._1,Hohlkastenbrücke                                                                ,Spannbeton,212.46,15.0,1970,101187.0,64755.57777777778,2.4,2.0  -  2.4,Wimmental                                         ,Heilbronn                                                                       ,BW,1040722.4043999984,6302070.492299996
6822506._2,Hohlkastenbrücke                                                                ,Spannbeton,214.56,15.0,1970,101187.0,64755.57777777778,2.4,2.0  -  2.4,Wimmental                                         ,Heilbronn                                                                       ,BW,1040722.4043999984,6302070.492299996
6822507._0,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,7.25,36.53,1941,61060.0,60388.75,2.3,2.0  -  2.4,Wimmental                                         ,Heilbronn                                                                       ,BW,1041623.3489000016,6302132.124899998
6822508._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,10.0,30.1,1970,61060.0,60388.75,2.3,2.0  -  2.4,Wimmental                                         ,Heilbronn                                                                       ,BW,1043280.5588000008,6302713.684199996
6822509._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.1,33.5,1968,61060.0,60388.75,1.7,1.5  -  1.9,Dimbach                                           ,Hohenlohekreis                                                                  ,BW,1043859.1732,6303633.5167
6824628._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,6.8,29.5,1979,,,2.3,2.0  -  2.4,Brachbach                                         ,Schwäbisch Hall                                                                 ,BW,1082492.0522999987,6307167.586099997
6822510._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,54.2,6.0,1969,61060.0,60388.75,2.2,2.0  -  2.4,Dimbach                                           ,Hohenlohekreis                                                                  ,BW,1043973.6284999996,6303809.073100001
6822511._1,Plattenbrücke                                                                   ,Spannbeton,15.23,15.0,1969,61060.0,60388.75,2.7,2.5  -  2.9,Dimbach                                           ,Hohenlohekreis                                                                  ,BW,1044595.8154000008,6304292.2214
6822511._2,Plattenbrücke                                                                   ,Spannbeton,15.23,15.0,1969,61060.0,60388.75,2.7,2.5  -  2.9,Dimbach                                           ,Hohenlohekreis                                                                  ,BW,1044595.8154000008,6304292.2214
